date,product,region,customer_segment,quantity,revenue,cost,profit,churn_risk
2024-04-06,Product_B,North,High Value,7,5978,3309.46,2668.54,Low
2024-01-06,Product_A,East,High Value,9,4428,2914.81,1513.19,Low
2024-03-06,Product_B,East,Returning,14,11130,7755.63,3374.37,Medium
2024-06-24,Product_A,East,High Value,5,3425,2434.67,990.33,Medium
2024-03-25,Product_B,North,Returning,7,5243,3739.16,1503.84,Medium
2024-01-07,Product_D,South,New,12,17328,9862.02,7465.98,High
2024-01-10,Product_C,North,New,13,7306,4965.46,2340.54,Low
2024-03-13,Product_A,East,New,14,6958,4772.56,2185.44,Low
2024-04-03,Product_B,North,High Value,4,904,543.66,360.34,Medium
2024-02-13,Product_A,East,High Value,9,3420,2348.75,1071.25,Medium
2024-05-13,Product_B,West,New,11,9306,5265.68,4040.32,Low
2024-06-04,Product_A,South,High Value,5,5850,3453.94,2396.06,High
2024-05-06,Product_C,West,High Value,9,10701,6499.5,4201.5,Low
2024-06-15,Product_B,East,High Value,3,1323,746.14,576.86,Medium
2024-05-08,Product_B,South,New,18,14742,9123.84,5618.16,Low
2024-02-16,Product_A,East,New,18,5940,4318.4,1621.6,Low
2024-03-09,Product_C,West,High Value,17,4454,2572.54,1881.46,Medium
2024-03-03,Product_A,East,High Value,9,1926,1317.67,608.33,Medium
2024-02-23,Product_D,North,New,3,2439,1537.98,901.02,High
2024-04-07,Product_C,North,Returning,13,6890,4519.35,2370.65,Low
2024-02-10,Product_C,West,Returning,1,586,322.46,263.54,Low
2024-05-06,Product_D,North,New,10,5270,3374.43,1895.57,Low
2024-05-22,Product_C,South,High Value,15,4560,2953.09,1606.91,Low
2024-03-23,Product_A,East,Returning,9,11430,7039.29,4390.71,Low
2024-06-09,Product_B,East,Returning,2,1026,749.57,276.43,Low
2024-05-24,Product_C,North,Returning,6,3654,2081.1,1572.9,Low
2024-06-05,Product_D,North,Returning,1,259,151.77,107.23,Low
2024-05-30,Product_C,South,New,19,14497,10391.77,4105.23,Medium
2024-02-07,Product_C,North,High Value,7,8169,5614.97,2554.03,Medium
2024-06-11,Product_D,West,Returning,1,877,554.13,322.87,Low
2024-04-29,Product_A,North,New,11,14861,10552.39,4308.61,Low
2024-03-16,Product_C,West,Returning,15,8910,5977.29,2932.71,Medium
2024-02-03,Product_C,North,Returning,13,18811,11382.34,7428.66,Low
2024-02-01,Product_B,South,High Value,17,5049,3085.95,1963.05,High
2024-02-02,Product_C,East,High Value,1,771,486.92,284.08,Medium
2024-06-18,Product_C,North,Returning,12,15204,10137.6,5066.4,Low
2024-03-15,Product_D,North,Returning,4,2692,1564.46,1127.54,High
2024-05-02,Product_A,North,Returning,3,1422,792.23,629.77,Low
2024-05-15,Product_A,East,New,8,5768,3187.49,2580.51,Low
2024-01-07,Product_D,South,New,18,4410,2481.6,1928.4,Low
2024-03-30,Product_D,North,High Value,15,7815,4351.8,3463.2,Low
2024-06-01,Product_A,East,Returning,10,13790,7993.79,5796.21,Low
2024-03-17,Product_C,East,New,13,6916,5169.32,1746.68,High
2024-05-20,Product_A,North,Returning,17,19533,13425.32,6107.68,Low
2024-05-07,Product_C,South,High Value,5,3750,2203.54,1546.46,Low
2024-04-12,Product_C,East,High Value,8,4416,2661.79,1754.21,Low
2024-03-12,Product_C,North,Returning,10,13130,9750.0,3380.0,Low
2024-06-23,Product_C,North,High Value,12,11256,7225.22,4030.78,Low
2024-04-14,Product_B,North,High Value,6,6912,4697.6,2214.4,Medium
2024-05-10,Product_D,South,High Value,13,11739,7637.91,4101.09,Low
2024-04-02,Product_A,West,High Value,8,4504,2737.98,1766.02,Medium
2024-04-15,Product_B,South,New,3,3219,2315.47,903.53,Low
2024-01-10,Product_A,South,Returning,12,8496,5112.04,3383.96,High
2024-06-08,Product_C,East,Returning,4,4192,2878.0,1314.0,Medium
2024-01-24,Product_D,East,High Value,12,5820,4208.71,1611.29,Medium
2024-06-24,Product_B,East,New,17,20689,12554.52,8134.48,Low
2024-03-07,Product_C,West,High Value,8,6280,3770.6,2509.4,Low
2024-05-08,Product_D,West,High Value,8,8320,6210.18,2109.82,Low
2024-01-19,Product_A,North,Returning,11,7909,5023.98,2885.02,Low
2024-04-03,Product_B,North,Returning,3,2202,1335.36,866.64,Low
2024-03-07,Product_D,West,Returning,19,12521,8150.52,4370.48,Low
2024-01-03,Product_A,West,New,3,1572,903.45,668.55,Low
2024-03-28,Product_A,South,High Value,2,2790,1644.14,1145.86,Low
2024-04-09,Product_D,South,High Value,14,6762,5014.48,1747.52,High
2024-05-20,Product_C,South,High Value,4,3324,2319.89,1004.11,Low
2024-02-09,Product_A,West,Returning,7,5306,3038.81,2267.19,Medium
2024-03-04,Product_A,North,High Value,11,9471,5341.87,4129.13,Low
2024-03-12,Product_C,North,High Value,14,15456,9026.78,6429.22,Low
2024-05-25,Product_C,South,Returning,7,5355,2984.93,2370.07,Low
2024-03-02,Product_C,West,High Value,6,6120,3781.14,2338.86,Low
2024-02-09,Product_D,East,New,14,6034,4249.85,1784.15,Low
2024-02-07,Product_C,North,High Value,13,9620,6380.84,3239.16,Low
2024-05-02,Product_C,South,New,10,6180,3627.57,2552.43,Low
2024-05-06,Product_B,South,New,5,7480,4875.8,2604.2,Medium
2024-06-08,Product_B,North,High Value,16,13296,7677.02,5618.98,Low
2024-03-08,Product_B,South,High Value,1,257,165.85,91.15,Medium
2024-03-11,Product_C,North,New,8,6512,4873.6,1638.4,Medium
2024-02-14,Product_C,East,Returning,14,4648,3041.59,1606.41,Low
2024-05-14,Product_C,East,Returning,16,22752,14342.64,8409.36,Medium
2024-06-12,Product_D,East,Returning,14,19530,13298.45,6231.55,Medium
2024-03-05,Product_A,North,Returning,15,3090,2056.12,1033.88,Low
2024-06-10,Product_B,North,High Value,6,2490,1405.53,1084.47,High
2024-01-06,Product_A,West,New,10,10470,7120.22,3349.78,Low
2024-05-26,Product_D,East,New,6,8634,5201.32,3432.68,Low
2024-02-20,Product_C,North,High Value,12,10740,7454.45,3285.55,Low
2024-06-26,Product_B,North,New,13,17238,10545.47,6692.53,Low
2024-02-06,Product_A,West,New,8,3552,1988.52,1563.48,Low
2024-01-04,Product_A,South,High Value,2,1354,746.97,607.03,Low
2024-02-16,Product_B,West,Returning,4,2920,1905.02,1014.98,High
2024-04-25,Product_C,South,New,10,12600,8254.46,4345.54,Low
2024-04-29,Product_A,North,Returning,17,25296,18568.64,6727.36,Low
2024-03-16,Product_B,North,New,8,10736,6806.78,3929.22,Medium
2024-03-10,Product_B,West,Returning,14,13216,8469.41,4746.59,Low
2024-06-01,Product_D,East,Returning,8,10152,6833.56,3318.44,Low
2024-04-16,Product_B,South,New,14,11144,7060.84,4083.16,Low
2024-06-11,Product_C,West,Returning,18,12780,7371.44,5408.56,Medium
2024-06-27,Product_C,East,New,5,7365,4216.47,3148.53,Low
2024-03-18,Product_D,East,New,10,5020,3136.06,1883.94,Low
2024-04-03,Product_C,North,New,17,9537,7035.18,2501.82,High
2024-04-13,Product_A,East,High Value,15,3225,2003.51,1221.49,Low
2024-01-30,Product_B,West,High Value,6,4914,3124.16,1789.84,Low
2024-02-14,Product_A,East,New,4,2468,1443.61,1024.39,Medium
2024-01-28,Product_A,North,High Value,12,5160,3455.72,1704.28,Low
2024-03-21,Product_C,North,High Value,8,8360,6173.41,2186.59,Low
2024-01-17,Product_C,West,New,12,13164,9642.85,3521.15,Medium
2024-05-06,Product_C,West,High Value,18,10260,6733.61,3526.39,High
2024-02-28,Product_C,South,Returning,8,2712,1791.94,920.06,High
2024-01-10,Product_C,East,Returning,2,1278,925.9,352.1,Low
2024-01-07,Product_A,South,Returning,8,7720,4991.59,2728.41,Low
2024-06-05,Product_D,North,New,12,17568,12244.84,5323.16,Low
2024-02-05,Product_C,North,New,5,1120,801.48,318.52,Low
2024-05-14,Product_C,North,Returning,17,16337,10924.91,5412.09,Low
2024-04-11,Product_B,West,High Value,11,15004,8934.65,6069.35,Low
2024-06-26,Product_C,West,High Value,6,6570,3807.38,2762.62,Medium
2024-02-02,Product_D,North,High Value,8,5752,3611.41,2140.59,Low
2024-01-04,Product_C,North,High Value,15,21765,13668.71,8096.29,High
2024-06-01,Product_C,North,High Value,8,11168,8072.09,3095.91,Medium
2024-06-12,Product_D,South,Returning,13,9165,6098.32,3066.68,Low
2024-01-16,Product_C,West,Returning,2,2972,2094.35,877.65,High
2024-03-20,Product_C,South,High Value,2,2786,1845.44,940.56,Low
2024-06-02,Product_B,South,Returning,10,10540,7451.69,3088.31,Low
2024-04-25,Product_D,East,Returning,9,4041,2993.65,1047.35,Medium
2024-06-26,Product_D,West,High Value,17,20060,13165.78,6894.22,Low
2024-06-07,Product_D,South,New,11,5962,3417.95,2544.05,Low
2024-05-12,Product_B,West,High Value,1,1021,577.81,443.19,Low
2024-01-29,Product_A,West,High Value,9,6219,3829.34,2389.66,Medium
2024-02-17,Product_B,East,New,7,2604,1825.34,778.66,Medium
2024-03-27,Product_B,South,High Value,16,3360,2259.2,1100.8,Low
2024-01-11,Product_C,South,High Value,14,8876,6555.12,2320.88,Medium
2024-05-10,Product_D,South,Returning,17,19210,11534.38,7675.62,Low
2024-04-09,Product_B,North,New,4,4216,2845.75,1370.25,Low
2024-05-01,Product_A,East,Returning,13,12792,7992.26,4799.74,Low
2024-04-01,Product_B,East,New,5,3295,2289.97,1005.03,Low
2024-01-04,Product_D,North,High Value,2,2480,1627.94,852.06,Low
2024-06-20,Product_D,North,High Value,9,11628,7743.17,3884.83,Low
2024-01-10,Product_D,East,Returning,14,19152,10854.96,8297.04,Low
2024-05-11,Product_C,East,New,13,11674,7860.84,3813.16,Low
2024-01-29,Product_D,North,New,3,1818,1248.56,569.44,Medium
2024-06-09,Product_C,North,New,4,3180,1813.4,1366.6,High
2024-04-05,Product_B,South,New,2,790,562.16,227.84,Low
2024-06-25,Product_C,East,Returning,16,15424,8611.22,6812.78,Low
2024-06-19,Product_A,South,New,19,25251,17521.96,7729.04,Low
2024-03-13,Product_A,South,High Value,17,14637,10204.09,4432.91,Low
2024-05-13,Product_C,East,Returning,8,7912,5023.85,2888.15,Low
2024-05-15,Product_C,East,High Value,9,11241,7345.84,3895.16,Low
2024-04-26,Product_A,West,New,2,926,661.0,265.0,Low
2024-05-19,Product_D,West,High Value,18,13770,8441.03,5328.97,Low
2024-05-20,Product_C,South,High Value,17,16252,11731.12,4520.88,Low
2024-03-20,Product_C,West,High Value,14,11172,7442.89,3729.11,High
2024-03-07,Product_D,West,Returning,16,3440,2014.48,1425.52,Medium
2024-05-25,Product_A,North,New,13,10647,5920.79,4726.21,Low
2024-04-16,Product_A,East,New,2,816,571.47,244.53,Low
2024-04-20,Product_D,West,High Value,19,16397,11447.66,4949.34,Medium
2024-02-15,Product_B,East,New,15,22170,16332.38,5837.62,Medium
2024-02-19,Product_C,South,New,6,4842,3432.67,1409.33,Medium
2024-05-07,Product_A,West,High Value,15,15375,10712.14,4662.86,Medium
2024-04-26,Product_D,South,New,5,3215,1913.49,1301.51,Medium
2024-04-03,Product_C,South,Returning,18,18378,12318.45,6059.55,High
2024-02-03,Product_A,South,Returning,4,5540,3685.66,1854.34,Medium
2024-04-02,Product_D,North,High Value,3,4170,2890.78,1279.22,Low
2024-04-22,Product_A,West,New,2,1726,999.25,726.75,Medium
2024-03-16,Product_D,North,High Value,5,4100,2472.8,1627.2,Medium
2024-03-29,Product_B,South,New,12,9768,5839.12,3928.88,Low
2024-04-22,Product_B,South,New,16,16880,11319.08,5560.92,High
2024-06-27,Product_A,East,New,8,3616,2327.15,1288.85,Medium
2024-03-01,Product_A,South,Returning,13,4667,2933.63,1733.37,High
2024-03-28,Product_B,South,Returning,10,10570,7314.03,3255.97,High
2024-03-21,Product_D,West,Returning,17,4539,3173.79,1365.21,Low
2024-03-30,Product_B,South,Returning,10,13970,9322.83,4647.17,Medium
2024-01-22,Product_D,North,High Value,18,22500,15153.09,7346.91,Low
2024-01-05,Product_A,West,Returning,10,7800,4338.92,3461.08,Low
2024-05-03,Product_C,West,New,6,6588,4176.62,2411.38,Low
2024-05-03,Product_B,East,New,5,6740,4831.41,1908.59,Medium
2024-06-22,Product_C,East,High Value,10,4350,2944.37,1405.63,Medium
2024-02-13,Product_C,South,New,4,5584,3417.85,2166.15,Medium
2024-06-19,Product_D,West,High Value,15,6900,4234.19,2665.81,Low
2024-06-18,Product_C,South,Returning,2,800,457.32,342.68,High
2024-02-05,Product_D,North,New,14,17682,10499.47,7182.53,Low
2024-01-29,Product_C,North,High Value,10,5780,3378.06,2401.94,Low
2024-02-29,Product_C,North,Returning,4,4988,2775.21,2212.79,Low
2024-01-18,Product_D,South,High Value,5,6215,3666.69,2548.31,Low
2024-02-09,Product_C,North,Returning,19,11989,7944.21,4044.79,Low
2024-02-28,Product_A,South,New,1,1072,614.03,457.97,Medium
2024-04-02,Product_D,South,Returning,2,1696,1177.33,518.67,Medium
2024-04-18,Product_D,West,New,5,4840,3450.15,1389.85,High
2024-05-30,Product_A,West,New,4,2884,2053.29,830.71,Medium
2024-03-11,Product_C,North,New,12,7620,4424.24,3195.76,Low
2024-06-07,Product_B,North,New,10,5500,3989.53,1510.47,Low
2024-03-24,Product_A,West,High Value,16,14672,10806.94,3865.06,Low
2024-04-16,Product_D,East,Returning,18,23562,16690.88,6871.12,Low
2024-06-07,Product_D,South,High Value,5,3605,2661.93,943.07,Low
2024-02-02,Product_D,South,High Value,3,3438,1907.03,1530.97,Low
2024-03-26,Product_C,North,Returning,3,3150,1888.09,1261.91,Medium
2024-06-15,Product_A,North,New,12,8268,5521.81,2746.19,Low
2024-04-27,Product_D,East,Returning,4,4808,3536.16,1271.84,Low
2024-02-15,Product_C,South,Returning,6,8874,5562.13,3311.87,Medium
2024-05-07,Product_D,West,Returning,10,14820,8514.34,6305.66,High
2024-03-04,Product_B,South,High Value,16,14496,10102.22,4393.78,Low
2024-01-05,Product_C,South,High Value,6,5922,3376.17,2545.83,Low
2024-02-12,Product_A,South,New,12,12972,8938.98,4033.02,Medium
2024-05-30,Product_B,East,High Value,14,11998,7673.86,4324.14,Low
2024-03-07,Product_A,West,Returning,5,5920,4241.81,1678.19,Low
2024-03-11,Product_A,East,Returning,15,9450,6723.09,2726.91,Medium
2024-02-27,Product_D,North,High Value,6,3354,1931.71,1422.29,Low
2024-04-02,Product_C,East,Returning,15,17310,11900.24,5409.76,Medium
2024-02-02,Product_A,North,High Value,16,17792,9944.84,7847.16,Low
2024-05-10,Product_D,West,High Value,5,2620,1517.51,1102.49,Low
2024-02-19,Product_C,South,New,8,2144,1504.41,639.59,Low
2024-05-31,Product_A,East,Returning,14,14952,10647.37,4304.63,High
2024-04-22,Product_D,West,High Value,16,23536,14252.78,9283.22,High
2024-05-12,Product_D,South,New,16,10928,8071.23,2856.77,Medium
2024-01-02,Product_D,East,High Value,16,19728,14168.35,5559.65,Medium
2024-02-03,Product_A,South,Returning,4,972,625.45,346.55,Medium
2024-01-09,Product_D,North,Returning,18,10728,7077.99,3650.01,Low
2024-02-03,Product_C,North,New,16,16736,11442.37,5293.63,Medium
2024-02-13,Product_C,East,Returning,6,1596,1178.94,417.06,Low
2024-04-29,Product_A,South,High Value,4,5528,3326.36,2201.64,Low
2024-04-25,Product_A,West,Returning,5,4505,2602.95,1902.05,Low
2024-03-06,Product_A,West,Returning,12,8736,5498.86,3237.14,Low
2024-01-18,Product_B,West,New,5,2465,1707.15,757.85,Low
2024-05-08,Product_B,West,High Value,10,14030,9406.19,4623.81,Low
2024-02-07,Product_A,North,Returning,17,20927,14224.22,6702.78,Medium
2024-02-20,Product_C,South,New,18,23652,17193.47,6458.53,Medium
2024-01-11,Product_C,South,High Value,18,25956,14661.67,11294.33,High
2024-06-23,Product_B,East,New,19,8778,5140.84,3637.16,High
2024-01-24,Product_C,South,High Value,15,7530,5294.77,2235.23,Low
2024-02-17,Product_C,East,New,5,5500,3819.31,1680.69,Low
2024-06-26,Product_A,South,Returning,6,6582,4535.36,2046.64,Low
2024-03-09,Product_B,East,Returning,9,6327,3964.38,2362.62,Low
2024-01-25,Product_C,West,New,4,4764,3443.33,1320.67,Medium
2024-05-26,Product_A,West,High Value,16,20384,11669.36,8714.64,Low
2024-01-07,Product_A,South,New,1,1379,952.99,426.01,Low
2024-01-10,Product_C,West,New,12,11700,8154.95,3545.05,Low
2024-03-01,Product_A,East,High Value,7,1568,993.88,574.12,Low
2024-03-28,Product_A,West,New,19,12027,7892.91,4134.09,Medium
2024-01-18,Product_C,West,High Value,10,2950,1883.98,1066.02,Medium
2024-05-27,Product_B,South,New,10,3030,2195.92,834.08,Low
2024-04-20,Product_A,East,Returning,12,15192,10342.51,4849.49,High
2024-01-24,Product_B,South,High Value,13,13390,7396.29,5993.71,Low
2024-04-08,Product_C,North,High Value,7,8295,4640.29,3654.71,High
2024-03-05,Product_B,West,High Value,16,4256,2906.68,1349.32,Low
2024-01-30,Product_A,East,Returning,5,4480,3115.37,1364.63,Low
2024-06-18,Product_C,South,Returning,17,22287,14604.76,7682.24,Low
2024-05-02,Product_C,North,Returning,3,2910,1926.36,983.64,Low
2024-05-14,Product_B,South,Returning,10,6690,3807.96,2882.04,Low
2024-03-26,Product_C,West,Returning,4,5812,3297.57,2514.43,Medium
2024-04-26,Product_A,North,Returning,17,20417,12476.12,7940.88,High
2024-01-17,Product_A,West,High Value,13,15938,11220.77,4717.23,Low
2024-01-03,Product_C,West,Returning,6,6072,3349.49,2722.51,Low
2024-02-24,Product_C,North,Returning,2,2188,1367.61,820.39,High
2024-06-14,Product_B,South,High Value,16,23984,17166.15,6817.85,Medium
2024-01-21,Product_B,South,Returning,7,8960,6113.68,2846.32,High
2024-03-05,Product_C,North,New,16,8656,6016.9,2639.1,Low
2024-02-29,Product_B,West,Returning,16,4976,2907.16,2068.84,Low
2024-05-25,Product_B,West,High Value,14,16002,10016.93,5985.07,Low
2024-06-18,Product_C,South,High Value,15,5385,3732.95,1652.05,Low
2024-03-19,Product_B,South,High Value,4,3900,2633.47,1266.53,Low
2024-02-14,Product_B,South,High Value,10,2300,1665.79,634.21,Medium
2024-04-01,Product_B,East,High Value,18,13446,9373.59,4072.41,Low
2024-04-09,Product_C,West,New,4,2880,1996.16,883.84,Medium
2024-02-26,Product_B,South,New,5,3540,2538.4,1001.6,Low
2024-05-19,Product_C,West,Returning,5,5775,4236.76,1538.24,Medium
2024-06-05,Product_C,South,New,16,7392,5366.96,2025.04,Low
2024-02-15,Product_B,South,High Value,13,7501,4293.93,3207.07,Low
2024-02-10,Product_D,East,New,10,5280,3753.36,1526.64,High
2024-04-18,Product_A,West,New,15,21330,13576.98,7753.02,Low
2024-01-11,Product_A,West,High Value,4,2840,1730.16,1109.84,Medium
2024-01-05,Product_B,South,Returning,13,2665,1909.2,755.8,Low
2024-05-06,Product_C,East,High Value,17,17102,10123.62,6978.38,Low
2024-06-23,Product_C,South,High Value,8,9568,5444.28,4123.72,High
2024-05-19,Product_C,East,Returning,14,2954,1946.96,1007.04,High
2024-02-05,Product_B,West,Returning,15,4155,2791.33,1363.67,Low
2024-06-19,Product_A,West,High Value,5,5055,3330.77,1724.23,Low
2024-06-28,Product_A,South,Returning,18,7344,4360.49,2983.51,Low
2024-03-11,Product_C,South,High Value,16,19088,12519.57,6568.43,Low
2024-01-09,Product_C,West,High Value,10,9800,6586.37,3213.63,High
2024-03-07,Product_B,South,Returning,13,18551,13835.07,4715.93,Low
2024-04-30,Product_C,East,New,2,2364,1755.95,608.05,Low
2024-03-06,Product_B,West,High Value,3,822,520.88,301.12,Low
2024-04-10,Product_C,North,Returning,9,7101,5005.46,2095.54,Low
2024-05-15,Product_A,East,High Value,3,1260,740.06,519.94,Low
2024-06-09,Product_A,North,High Value,12,17724,10932.65,6791.35,Low
2024-01-11,Product_D,South,High Value,10,10430,7727.48,2702.52,Low
2024-03-16,Product_C,South,New,3,2022,1408.67,613.33,Medium
2024-01-10,Product_A,South,New,2,1432,1024.37,407.63,Low
2024-03-14,Product_C,South,High Value,10,3320,2348.1,971.9,High
2024-02-24,Product_C,West,Returning,8,9664,6650.19,3013.81,Low
2024-04-23,Product_C,East,High Value,12,12000,7654.11,4345.89,Medium
2024-04-23,Product_B,East,High Value,1,1494,941.86,552.14,Low
2024-03-21,Product_B,West,Returning,2,528,295.82,232.18,Low
2024-05-03,Product_B,North,New,10,3450,2006.32,1443.68,Low
2024-05-12,Product_C,East,New,3,1155,855.37,299.63,Low
2024-01-26,Product_C,North,High Value,3,3024,1671.79,1352.21,Low
2024-04-18,Product_A,West,New,4,3956,2782.78,1173.22,Medium
2024-01-17,Product_C,North,High Value,2,1758,1045.89,712.11,Medium
2024-01-24,Product_C,South,New,6,2616,1519.0,1097.0,High
2024-05-29,Product_A,West,High Value,10,5750,3377.95,2372.05,High
2024-04-07,Product_D,North,Returning,4,4024,2847.33,1176.67,Low
2024-02-16,Product_A,West,New,7,8988,5587.46,3400.54,Medium
2024-04-02,Product_D,North,High Value,4,3052,1803.96,1248.04,Medium
2024-05-01,Product_B,South,Returning,17,21556,12917.52,8638.48,High
2024-03-10,Product_A,South,New,11,13750,10264.89,3485.11,High
2024-01-23,Product_C,East,High Value,6,4992,3665.56,1326.44,Low
2024-03-26,Product_B,West,High Value,15,20070,12602.58,7467.42,Medium
2024-04-15,Product_A,North,Returning,3,1086,771.7,314.3,Low
2024-02-14,Product_A,North,Returning,17,9826,7358.74,2467.26,High
2024-02-22,Product_B,West,New,5,5870,3574.67,2295.33,High
2024-02-26,Product_D,West,Returning,10,6520,4807.0,1713.0,Low
2024-06-23,Product_A,East,New,19,7163,5073.83,2089.17,Low
2024-03-14,Product_C,North,New,8,3208,1824.37,1383.63,Low
2024-05-01,Product_A,West,New,2,2744,1737.69,1006.31,Medium
2024-04-20,Product_D,South,New,7,2940,1734.96,1205.04,Low
2024-04-27,Product_A,West,Returning,8,2200,1319.69,880.31,Low
2024-04-27,Product_C,East,High Value,15,14175,10353.77,3821.23,High
2024-02-05,Product_B,North,New,3,3732,2351.43,1380.57,High
2024-05-04,Product_B,East,New,3,4368,2926.78,1441.22,Low
2024-06-20,Product_C,West,Returning,10,2430,1443.08,986.92,Medium
2024-06-25,Product_B,West,Returning,19,12407,8556.05,3850.95,Low
2024-01-01,Product_A,East,High Value,4,5412,4002.77,1409.23,Low
2024-05-01,Product_B,West,Returning,7,3752,2119.63,1632.37,High
2024-03-03,Product_C,East,Returning,13,15938,10202.18,5735.82,Low
2024-05-29,Product_D,North,New,14,5236,3280.98,1955.02,Medium
2024-01-18,Product_D,West,High Value,17,12682,8087.71,4594.29,Low
2024-01-23,Product_B,West,New,18,16632,9835.89,6796.11,High
2024-04-06,Product_A,West,High Value,4,3784,2384.56,1399.44,Low
2024-04-02,Product_A,West,Returning,7,5789,4012.51,1776.49,Medium
2024-02-09,Product_D,South,New,14,18326,13619.29,4706.71,High
2024-04-21,Product_A,West,New,14,2926,1901.89,1024.11,Low
2024-04-24,Product_C,South,Returning,9,10008,6020.32,3987.68,Low
2024-01-31,Product_B,West,Returning,13,4901,3184.52,1716.48,Low
2024-05-21,Product_C,East,High Value,4,2104,1228.61,875.39,Medium
2024-01-18,Product_A,South,High Value,14,13272,8526.8,4745.2,Medium
2024-05-31,Product_C,West,Returning,5,2885,1781.09,1103.91,Low
2024-01-08,Product_C,West,New,6,8202,4717.23,3484.77,Low
2024-06-22,Product_C,West,High Value,3,2841,1740.72,1100.28,Medium
2024-06-27,Product_C,East,Returning,19,7866,5128.73,2737.27,Medium
2024-05-11,Product_C,South,Returning,3,975,686.05,288.95,Low
2024-03-26,Product_A,East,High Value,12,16740,10940.19,5799.81,Medium
2024-05-02,Product_D,East,New,10,10310,7304.55,3005.45,Low
2024-02-25,Product_C,North,High Value,13,18486,13278.18,5207.82,Medium
2024-03-01,Product_B,West,Returning,2,2900,2047.15,852.85,Low
2024-06-15,Product_B,West,Returning,6,8562,5132.93,3429.07,Low
2024-03-16,Product_B,South,Returning,17,25415,17231.52,8183.48,High
2024-01-02,Product_C,South,New,9,12078,8931.63,3146.37,High
2024-02-03,Product_C,North,Returning,11,7469,5244.57,2224.43,High
2024-05-26,Product_C,South,Returning,3,2349,1651.83,697.17,Low
2024-01-04,Product_D,West,New,19,9994,6425.84,3568.16,Low
2024-05-13,Product_B,East,High Value,7,5845,3681.31,2163.69,Medium
2024-03-04,Product_C,West,New,17,10659,5950.39,4708.61,Low
2024-06-06,Product_B,West,New,18,20070,13683.19,6386.81,Medium
2024-04-24,Product_C,West,High Value,8,7992,4397.41,3594.59,Low
2024-02-07,Product_A,North,New,13,19344,12627.88,6716.12,Low
2024-01-19,Product_B,West,New,1,1219,827.79,391.21,Low
2024-01-20,Product_D,South,Returning,4,5696,3360.65,2335.35,Low
2024-01-25,Product_B,West,High Value,14,5824,3855.35,1968.65,Medium
2024-06-04,Product_D,East,Returning,7,10199,6820.58,3378.42,Low
2024-02-13,Product_B,West,Returning,4,5460,3038.01,2421.99,Low
2024-03-19,Product_B,South,Returning,10,3640,2509.27,1130.73,Low
2024-01-26,Product_C,North,New,3,867,540.04,326.96,Low
2024-04-28,Product_A,North,High Value,10,10930,7050.76,3879.24,High
2024-05-09,Product_A,East,Returning,19,26505,16687.58,9817.42,Low
2024-01-14,Product_A,North,High Value,2,2558,1534.38,1023.62,Medium
2024-02-29,Product_B,East,Returning,5,4085,2995.47,1089.53,Low
2024-04-10,Product_C,South,Returning,13,7787,4664.34,3122.66,Medium
2024-05-16,Product_B,West,High Value,16,4000,2829.8,1170.2,Low
2024-04-19,Product_C,West,Returning,10,7000,4802.85,2197.15,Medium
2024-04-20,Product_C,South,High Value,17,15232,9912.3,5319.7,Medium
2024-05-15,Product_D,South,Returning,12,15528,11144.45,4383.55,High
2024-01-16,Product_B,West,Returning,14,18942,12541.65,6400.35,Low
2024-03-01,Product_D,North,New,6,6408,3994.1,2413.9,Low
2024-04-13,Product_B,West,High Value,6,2658,1981.98,676.02,Medium
2024-06-06,Product_A,East,High Value,5,2980,1743.05,1236.95,Low
2024-04-01,Product_D,East,Returning,18,23508,15655.29,7852.71,Low
2024-02-20,Product_C,East,High Value,13,5382,3022.71,2359.29,Low
2024-02-24,Product_A,West,Returning,1,543,358.9,184.1,Low
2024-04-28,Product_C,East,Returning,2,2650,1651.19,998.81,High
2024-04-10,Product_A,West,High Value,8,7120,4874.91,2245.09,High
2024-03-01,Product_D,East,High Value,7,1834,1211.36,622.64,Low
2024-06-01,Product_D,West,High Value,12,6396,4784.89,1611.11,Medium
2024-02-10,Product_C,East,High Value,18,5022,3559.65,1462.35,High
2024-04-07,Product_B,North,New,9,2484,1735.19,748.81,Low
2024-04-18,Product_D,South,Returning,14,6216,4574.9,1641.1,Low
2024-05-24,Product_C,West,Returning,3,2883,2110.51,772.49,Medium
2024-05-06,Product_A,East,Returning,17,11271,6417.6,4853.4,Medium
2024-05-05,Product_D,East,High Value,2,554,318.28,235.72,Low
2024-02-10,Product_C,North,New,15,8535,5214.26,3320.74,Low
2024-03-04,Product_D,North,High Value,17,18088,12169.93,5918.07,Low
2024-03-07,Product_D,East,New,3,2181,1393.67,787.33,High
2024-05-23,Product_A,North,Returning,9,10134,6204.72,3929.28,Low
2024-03-30,Product_B,South,Returning,7,9457,6900.1,2556.9,High
2024-02-08,Product_D,South,Returning,15,18795,12667.45,6127.55,Low
2024-01-21,Product_D,West,High Value,16,12096,8290.84,3805.16,Low
2024-01-02,Product_C,East,Returning,13,6942,4411.51,2530.49,Low
2024-01-27,Product_C,North,High Value,2,1170,776.68,393.32,High
2024-03-01,Product_A,North,New,19,24130,14977.93,9152.07,Medium
2024-04-08,Product_C,South,New,11,4411,3093.62,1317.38,Medium
